DateTime,AddedIPs,RemovedIPs
1592394721,39,0
1592395321,35,32
1592395921,26,0
1592396521,37,67
1592397121,29,0
1592397722,31,31
1592398921,25,0
1592399522,39,63
1592400121,10,0
1592401322,22,83
1592401921,35,27
1592402521,27,0
1592403721,30,49
1592404921,32,72
1592405521,30,13
1592406121,37,0
1592406721,30,47
1592407322,50,79
1592408521,31,29
1592409721,41,60
1592410321,39,32
1592410922,28,0
1592412122,21,67
1592413321,14,28
1592414521,27,70
1592415121,37,63
1592415721,34,0
1592416921,26,111
1592418121,24,28
1592419321,18,70
1592419921,12,32
1592421121,29,0
1592421721,28,68
1592422921,28,30
1592423521,36,0
1592424121,36,0
1592425321,45,40
1592426522,12,67
1592427722,41,76
1592428321,25,0
1592428921,21,0
1592429521,35,69
1592430121,32,40
1592430721,41,0
1592431321,39,0
1592432522,32,10
1592433121,34,0
1592433721,27,10
1592434922,35,47
1592435521,43,0
1592436121,37,0
1592437322,38,109
1592437921,39,0
1592438521,28,0
1592439721,20,68
1592440921,34,47
1592442122,33,41
1592443321,39,62
1592443922,38,34
1592445121,34,44
1592445721,43,0
1592446922,36,31
1592448121,40,36
1592448721,14,22
1592449321,33,28
1592450521,38,0
1592451121,36,27
1592451721,25,0
1592452922,41,58
1592454121,33,3
1592455321,35,87
1592455921,36,0
1592456522,34,0
1592457721,40,71
1592458921,35,0
1592460122,28,9
1592460722,17,0
1592461321,15,51
1592461922,27,58
1592463121,36,39
1592463721,29,31
1592464921,35,0
1592466122,34,24
1592467321,31,99
1592467921,27,0
1592468521,35,0
1592469121,32,33
1592469722,32,32
1592470921,33,0
1592472121,20,60
1592473321,41,36
1592474522,45,74
1592475121,17,39
1592476321,34,62
1592476922,36,0
1592478121,33,107
1592479321,40,70
1592479922,36,33
1592480521,34,0
1592481721,35,112
1592482922,39,67
1592483521,40,0
1592484121,32,35
1592484721,23,32
1592485322,34,33
1592486521,35,52
1592487721,27,0
1592488921,41,97
1592490121,43,35
1592490721,28,0
1592491321,39,0
1592492521,37,95
1592493121,33,30
1592493722,38,29
1592494922,42,23
1592496121,41,0
1592497321,35,88
1592497921,38,0
1592498521,34,11
1592499121,46,0
1592499722,28,22
1592500921,33,0
1592502122,46,93
1592502721,5,0
1592504521,24,27
1592505121,28,12
1592505721,39,0
1592506921,36,10
1592507521,38,31
1592508121,31,29
1592509321,35,24
1592510522,41,73
1592511721,32,11
1592512921,34,77
1592513521,35,0
1592514121,36,0
1592514721,39,23
1592515321,27,68
1592515921,21,34
1592517121,31,68
1592517721,31,31
1592518322,41,0
1592518921,21,84
1592520121,40,32
1592520721,22,0
1592521921,12,75
1592522521,25,0
1592523722,38,30
1592524922,39,94
1592525521,25,0
1592526121,28,0
1592526721,7,56
1592527921,4,26
1592528521,43,36
1592529721,35,40
1592530321,39,31
1592530921,25,0
1592531521,28,31
1592533321,19,70
1592534521,31,0
1592535721,26,58
1592536921,31,41
1592538122,40,74
1592539321,38,65
1592540521,46,40
1592541121,33,0
1592541721,40,0
1592542921,33,122
1592544121,36,0
1592545321,45,66
1592545922,37,0
1592546522,33,11
1592547121,36,17
1592547722,35,0
1592548921,25,42
1592550121,32,68
1592550721,41,28
1592551922,35,41
1592552521,29,38
1592553721,27,31
1592554921,33,30
1592556122,30,65
1592556721,39,35
1592557321,42,0
1592557921,41,33
1592558521,40,0
1592559121,28,36
1592559722,29,0
1592560321,10,28
1592560922,8,0
1592561521,5,16
1592562122,32,45
1592563321,47,69
1592563921,40,0
1592564521,33,0
1592565121,30,30
1592565721,30,0
1592566321,41,50
1592566921,31,26
1592568121,24,66
1592568721,23,0
1592569321,7,61
1592570521,11,38
1592571122,30,24
1592571722,33,0
1592572322,28,30
1592572921,33,0
1592573521,26,39
1592574121,36,28
1592574721,34,0
1592575321,34,0
1592575922,38,67
1592577121,30,35
1592577721,34,0
1592578321,30,40
1592578922,34,0
1592579521,29,83
1592580721,33,31
1592581321,34,39
1592581922,30,0
1592583122,36,29
1592583721,26,0
1592584321,34,37
1592584921,34,29
1592586121,14,67
1592587322,28,30
1592587921,29,33
1592588521,33,7
1592589121,41,0
1592589722,30,44
1592590321,44,0
1592590921,16,0
1592592122,8,55
1592592721,6,26
1592593322,28,0
1592594521,29,78
1592595122,33,52
1592596321,33,0
1592597521,38,30
1592598122,5,23
1592598721,33,0
1592599322,29,0
1592600521,28,73
1592601721,29,68
1592602922,40,48
1592603521,29,0
1592604121,16,32
1592604722,25,33
1592605921,28,28
1592606521,23,28
1592607722,28,38
1592608921,26,76
1592609521,32,29
1592610721,43,0
